customer_id,first_name,last_name,email,phone,birth_date,city,country,postal_code,segment,registration_date,last_login,is_verified,accepts_marketing
394,Anna,Smith,anna.smith394@email.com,+1 477-803-9361,1966-09-30,Philadelphia,Germany,43826.0,Gold,2020-05-26,2024-07-03,True,False
395,Peter,Taylor,peter.taylor395@email.com,,1977-07-02,New York,UK,15774.0,Gold,2021-02-20,,False,False
396,Matthew,Brown,matthew.brown396@email.com,+1 641-140-6730,2026-07-17,Austin,USA,73048.0,Platinum,2023-03-20,2025-11-12,True,False
397,Laura,Miller,laura.miller397@email.com,+1 722-881-9094,2026-12-18,Dallas,Canada,69626.0,Silver,2023-09-14,2025-07-23,True,False
398,Luke,Johnson,luke.johnson398@email.com,+1 797-441-6626,,San Diego,USA,19117.0,Platinum,2023-12-18,2025-01-07,False,False
399,Anna,Jones,"anna.jones399@email.com
",+1 284-442-4180,1962-01-31,San Antonio,USA,66090.0,Gold,2023-09-01,2023-10-29,True,False
400,Luke,Johnson,,+1 812-475-4602,1991-02-05,Dallas,France,81891.0,Silver_v2,2022-03-30,2026-01-28,False,False
401,Anna,Johnson,anna.johnson401@email.com,+1 381-240-7037,1975-03-16,Phoenix,USA,69666.0,Bronze,2023-11-14,,False,False
402,Anna,Johnson,,+1 636-857-8962,1975-03-10,Phoenix,UK,99975.0,Silver,,2020-09-17,False,True
403,Sophie,,sophie.wilson403@email.com,,1992-12-28,Chicago,USA,73997.0,Silver,2022-06-14,2025-11-07,True,True
404,Gabriel,Williams,,+1 479-878-6264,1992-04-10,San Antonio,UK,38960.0,Gold,2021-12-15,2023-04-02,True,False
405,,Jones,david.jones405@email.com,+1 251-234-1996,1999-08-14,San Antonio,Canada,99387.0,Silver,2020-01-20,2023-05-17,True,False
406,David,Moore,david.moore406@email.com,+1 876-501-5823,2004-01-20,Houston,Mexico,69216.0,Bronze,,2024-01-23,True,True
407,JOHN,Davis,john.davis407@email.com,+1 937-869-9970,1975-01-19,Chicago,USA,76466.0,Bronze,2020-04-30,2021-07-05,False,True
408,Charles,Miller,charles.miller408@email.com,+1 308-441-9655,1963-03-26,Philadelphia,UK,41150.0,Platinum,2023-08-15,2025-12-10,True,True
409,David,Smith,david.smith409@email.com,+1 536-888-9227,1982-02-09,Los Angeles,UK,49741.0,Platinmu,2021-11-14,2022-03-11,False,True
410,Luke,Jones,luke.jones410@email.com,+1 859-151-8798,1961-03-30,New York,USA,25734.0,Bronze,2021-08-05,2026-05-14,True,True
411,Mary,,mary.brown411@email.com,+1 861-301-2118,1975-08-05,Philadelphia,USA,18424.0,Silver,2022-06-19,2025-02-23,True,False
412,Valerie,Davis,valerie.davis412@email.com,,1984-03-29,San Diego,USA,33921.0,Silver,2022-03-11,2026-02-16,True,False
413,Lucy,Williams,lucy.williams413@email.com,+1 834-535-7539,1987-11-02,New York,Germany,0.0,Bronze,2022-12-20,2024-03-24,False,True
414,John,Jones,john.jones414@email.com,+1 325-830-3770,1978-05-10,Houston,France,42249.0,Bronze,2022-12-21,2023-06-14,True,True
415,,Wilson,martin.wilson415@email.com,+1 256-726-1606,1970-10-26,Dallas,USA,32666.0,Platinum,2024-05-03,2024-10-14,True,False
416,Gabriel,Wilson,gabriel.wilson416@email.com,+1 878-627-4273,1960-12-08,New York,,32016.0,Bronze,2022-01-22,2025-03-30,True,False
417,  Martin  ,Smith,martin.smith417@email.com,+1 249-907-5999,1996-10-17,Los Angeles,USA,44686.0,Platinum,2023-12-20,2024-09-17,True,False
418,John,Taylor,john.taylor418@email.com,+1 313-675-8462,1972-09-24,New York,USA,13622.0,Silver,2023-11-07,2026-05-08,True,False
419,Peter,Taylor,peter.taylor419@email.com,+1 648-772-9427,1992-10-30,,USA,12541.0,Silver,2022-01-15,2025-07-22,True,True
420,Laura,,laura.wilson420@email.com,+1 959-601-4826,1998-08-17,San Diego,Germany,97641.0,Silver,2023-01-14,,True,True
421,Sophie,Smith,sophie.smith421@email.com,+1 500-275-2087,,,Germany,69350.0,Platinum,2024-05-22,2026-04-25,False,True
422,Camilla,Jones,camilla.jones422@email.com,+1 436-241-8830,,Austin,USA,16088.0,Godl,2021-02-07,2025-05-07,True,False
423,LAURA,,laura.jones423@email.com,+1 370-773-7887,1973-06-20,New York,,37007.0,Bronze,,2025-02-19,True,False
424,David,Williams,david.williams424@email.com,+1 542-907-4741,1971-04-25,Houston,USA,90179.0,Gold,2023-03-20,2024-02-12,True,True
425,Laura,Miller,laura.miller425@email.com,+1 219-302-6685,2001-01-13,New York,Germany,84030.0,Platinum,2023-03-31,2024-07-25,False,False
426,Mary,Brown,MARY.BROWN426@EMAIL.COM,+1 226-796-7756,2026-12-09,"Los Angeles
",France,0.0,Platinum,,2023-10-03,True,False
427,Gabriel,Moore,gabriel.moore427@email.com,+1 882-499-6190,1986-07-19,Dallas,USA,76086.0,Silver,2020-07-23,2021-03-21,True,False
428,Anna,Miller,anna.miller428@email.com,+1 531-742-4658,1978-01-11,Los Angeles,USA,34272.0,Silver,,2026-04-26,True,False
429,Anna,Smith,anna.smith429@email.com,+1 521-984-5652,1980-06-17,San Diego,Mexico,-32560.0,,2020-10-16,2023-09-12,True,False
430,Anna,Williams,anna.williams430@email.com,+1 379-966-9538,1988-08-07,Chicago,Mexico,74553.0,Gold,2026-07-15,2022-05-02,False,False
431,Mary,,mary.davis431@email.com,+1 611-874-8931,1984-10-06,Dallas,Germany,94724.0,Silver,,2020-07-09,False,True
432,Peter,Williams,peter.williams432@email.com,+1 244-407-9235,,Dallas,,32423.0,Gold,2021-12-23,2025-12-03,True,False
433,Camilla,Miller,camilla.miller433@email.com,+1 710-741-6456,2005-05-14,"Houston
",USA,52988.0,,2022-07-18,2022-11-16,True,False
434,Matthew,Miller,matthew.miller434@email.com,+1 389-357-5748,2000-09-11,San Antonio,,87609.0,Platinum,,2024-04-21,True,False
435,John,Moore,john.moore435@email.com,+1 818-732-2272,1984-06-09,San Antonio,USA,0.0,Bronze,2022-07-18,2025-01-14,True,False
436,Mary,Smith,mary.smith436@email.com,+1 619-330-4051,1999-06-19,Houston,USA,16459.0,Gold,2020-05-29,,False,True
437,David,Miller,,+1 343-526-8035,1967-02-15,  San Antonio  ,France,66566.0,,2021-04-07,2022-04-19,True,True
438,,SMITH,  lucy.smith438@email.com  ,,1960-07-13,Los Angeles,Mexico,57325.0,Gold,2020-10-27,2024-08-27,True,True
439,Charles,Miller,,+1 909-194-9457,1984-08-18,New York,Mexico,47481.0,Platinum,,2022-06-03,True,False
440,Matthew,Moore,matthew.moore440@email.com,+1 454-305-1677,1977-07-20,DALLAS,USA,0.0,Gold,2022-06-08,2023-09-22,True,False
441,,Johnson,anna.johnson441@email.com,+1 404-688-7578,1961-02-12,New York,Germany,61036.0,Silver,2022-01-11,2022-04-20,True,False
442,gabriel,Moore,gabriel.moore442@email.com,+1 321-375-2445,,Austin,USA,11952.0,Silver,2021-10-11,2022-01-18,True,True
443,,Smith,charles.smith443@email.com,+1 293-448-4821,1968-04-04,,Canada,60772.0,Bronze,2023-04-28,2026-02-02,True,False
444,Mary,Moore,mary.moore444@email.com,+1 207-796-3694,1971-03-17,San Antonio,USA,96044.0,Platinum,2020-09-08,2022-02-05,True,True
445,Gabriel,Wilson,gabriel.wilson445@email.com,,1969-08-27,Chicago,USA,0.0,Platinum,2023-10-03,2024-02-11,True,True
446,Martin,,martin.davis446@email.com,+1 724-663-2332,1970-10-07,Houston,France,94988.0,Bronze,2023-06-25,2024-04-08,False,False
447,Valerie,Johnson,,+1 867-423-4090,1990-09-28,"San Diego
",Mexico,50098.0,Silver,2020-07-02,2023-04-15,False,True
448,Peter,Taylor,peter.taylor448@email.com,+1 894-210-4422,1992-05-03,,Mexico,38772.0,Platinum,2024-04-10,2025-07-14,True,True
449,,Williams,camilla.williams449@email.com,+1 899-329-3397,1984-11-07,Philadelphia,France,88481.0,,2023-07-04,2023-12-12,True,False
450,Luke,Brown,luke.brown450@email.com,+1 576-715-2735,2001-06-19,Dallas,USA,21922.0,Bronze,2022-12-23,2023-07-04,False,False
451,,Moore,,+1 751-552-7887,,New York,USA,72976.0,Gold,,2023-01-10,False,False
452,Sophie,Williams,,+1 213-959-8171,1984-04-18,San Diego,Germany,73664.0,Bronze,2020-03-03,2022-05-01,False,False
453,,Brown,martin.brown453@email.com,+1 412-165-7510,1971-03-14,,France,59276.0,Platinum,2021-06-26,,False,False
454,Martin,Williams,MARTIN.WILLIAMS454@EMAIL.COM,+1 266-443-8928,1973-12-16,Los Angeles,Canada,71533.0,Gold,2020-05-18,2020-10-31,True,False
455,Peter,"Smith
",peter.smith455@email.com,+1 203-752-4695,1992-08-14,Los Angeles,,12409.0,Platinum,,2023-09-18,True,False
456,Laura,smith,laura.smith456@email.com,+1 691-825-5557,1965-01-05,Austin,France,35524.0,Brozne,2021-11-28,2022-07-24,True,True
457,Matthew,Jones,matthew.jones457@email.com,+1 792-824-1706,2005-10-18,  San Antonio  ,Canada,54850.0,Gold,,2026-02-10,False,False
458,Martin,Smith,,+1 654-129-2104,1969-08-23,San Diego,Canada,46951.0,Silver,2021-09-20,2025-05-02,False,False
459,Peter,Smith,peter.smith459@email.com,+1 458-963-8886,1999-01-02,Chicago,UK,43874.0,Bronze,2020-12-08,2025-07-07,True,True
460,Sophie,Wilson,sophie.wilson460@email.com,,1960-03-20,Dallas,Germany,43214.0,Platinum,2021-09-02,2021-11-14,True,True
461,Martin,Wilson,martin.wilson461@email.com,+1 673-149-2238,2000-03-07,San Diego,Mexico,87813.0,Platinum,2020-03-28,2026-04-26,True,False
462,Lucy,Williams,lucy.williams462@email.com,+1 555-700-9281,1981-05-24,San Diego,Germany,42551.0,Bronze,,2025-12-11,True,True
463,Lucy,Williams,lucy.williams463@email.com,+1 472-715-8726,1983-06-28,  Phoenix  ,USA,88763.0,Gold,,2024-10-28,False,True
464,Matthew,Williams,matthew.williams464@email.com,  +1 923-490-7278  ,1985-04-15,Philadelphia,Mexico,59420.0,Silver,2024-01-01,2025-12-18,False,False
465,Anna,Wilson,anna.wilson465@email.com,+1 854-720-5619,2004-10-10,Los Angeles,Germany,96311.0,Silver,2023-11-03,2024-11-20,True,True
466,Martin,Brown,martin.brown466@email.com,+1 693-625-2471,1974-09-16,"Los Angeles
",,91824.0,Bronze,2020-09-05,2021-07-10,True,False
467,Laura,Davis,laura.davis467@email.com,+1 854-461-4222,1963-12-11,Austin,UK,15660.0,Bronze,,2022-12-28,True,True
468,Laura,Williams,laura.williams468@email.com,+1 932-750-1443,2000-04-09,Phoenix,France,83897.0,Bronze,2022-03-31,2023-10-22,False,False
469,Martin,"Jones
",martin.jones469@email.com,+1 663-904-9820,1968-04-11,San Antonio,Mexico,49117.0,Bronze,,2024-04-12,True,False
470,John,Moore,john.moore470@email.com,+1 730-524-4035,1996-04-02,San Diego,USA,10951.0,Gold,2020-03-05,2024-02-14,True,False
471,Sophie,Davis,  sophie.davis471@email.com  ,+1 456-521-5284,1978-09-22,Austin,Mexico,57011.0,Platinum,2021-05-13,2025-09-23,True,False
472,Valerie,Johnson,VALERIE.JOHNSON472@EMAIL.COM,+1 362-490-1620,,Austin,USA,69714.0,Gold,2024-04-21,2025-01-21,False,False
473,Luke,"Miller
",luke.miller473@email.com,+1 451-623-6832,1996-01-26,Phoenix,,52901.0,,2021-11-20,2025-07-27,True,True
474,Charles,WILLIAMS,charles.williams474@email.com,+1 275-873-8175,1962-02-11,Austin,Germany,30641.0,,2022-02-22,2023-08-13,False,False
475,Martin,Smith,martin.smith475@email.com,+1 444-363-1441,1972-03-13,Houston,USA,87984.0,Platinum,2023-09-10,2023-12-12,True,False
476,Valerie,Taylor,valerie.taylor476@email.com,,2003-05-09,Austin,USA,59364.0,,2020-05-24,2025-02-15,False,True
477,Laura,Johnson,laura.johnson477@email.com,+1 735-104-9675,1960-04-12,San Antonio,France,31618.0,Platinum,2022-06-28,2022-08-31,False,True
478,Luke,Davis,luke.davis478@email.com,+1 465-377-4312,1996-03-20,Phoenix,,64536.0,Bronze,2020-09-13,2023-05-01,True,False
479,Luke,Brown,luke.brown479@email.com,+1 513-136-6493,1972-02-06,Chicago,USA,78681.0,Platinum,2023-07-09,2024-11-29,False,False
480,Mary,Davis,mary.davis480@email.com,+1 659-370-7437,1968-03-25,Los Angeles,UK,40947.0,Paltinum,2022-07-14,2022-10-10,False,False
481,Gabriel,Johnson,gabriel.johnson481@email.com,+1 374-568-8843,,"San Diego
",Mexico,18824.0,Silver,2022-04-14,,True,True
482,Peter,Brown,peter.brown482@email.com,+1 719-607-6101,1969-12-25,SAN DIEGO,Mexico,33082.0,Gold,2023-04-23,2024-12-13,False,True
483,David,Williams,david.williams483@email.com,+1 764-719-3101,1986-03-04,New York,France,29345.0,Silver,2020-11-19,2024-10-11,False,True
484,Lucy,Jones,lucy.jones484@email.com,+1 614-805-7301,,New York,USA,56585.0,Bronze,2023-12-08,2025-04-23,True,False
485,,Smith,mary.smith485@email.com,+1 368-764-8977,1999-04-26,Houston,Germany,11681.0,Bronze,2021-12-25,,True,False
486,David,,david.moore486@email.com,,2003-01-07,Austin,USA,32344.0,Silver,2023-09-21,,False,True
487,Martin,Davis,martin.davis487@email.com,+1 442-557-7965,2002-07-21,Chicago,Mexico,76622.0,Gold,2022-06-13,2024-09-30,True,False
488,David,Taylor,david.taylor488@email.com,+1 398-931-2417,,Los Angeles,Canada,47918.0,Gold,2023-10-25,2026-01-23,False,True
489,Charles,Johnson,charles.johnson489@email.com,+1 873-392-6228,1963-12-21,Philadelphia,UK,49208.0,Bronze,2027-05-03,2025-04-19,True,True
490,Matthew,Brown,"matthew.brown490@email.com
",+1 996-511-4429,1964-03-24,Philadelphia,,40462.0,Silver,,2024-02-15,True,True
491,,Taylor,sophie.taylor491@email.com,,1967-04-06,Chicago,USA,68118.0,,2022-11-07,2026-04-14,True,True
492,Peter,Williams,peter.williams492@email.com,,1963-05-15,Chicago,USA,27321.0,Gold,2027-04-14,2022-09-25,False,False
493,Camilla,Williams,camilla.williams493@email.com,+1 639-668-2928,1972-01-13,Houston,Mexico,0.0,Gold,2020-11-27,2022-05-03,True,False
494,Laura,Johnson,LAURA.JOHNSON494@EMAIL.COM,+1 244-383-1785,1987-09-30,Chicago,USA,75448.0,Gold,2020-05-22,2025-11-19,False,False
495,Matthew,Brown,matthew.brown495@email.com,+1 369-694-4901,2005-10-04,Philadelphia,Germany,28362.0,Silver,2023-11-28,2026-05-15,True,False
496,David,,david.moore496@email.com,+1 501-408-5672,1992-02-19,San Diego,Canada,30890.0,Platinum,2022-08-17,2023-03-22,True,True
497,Charles,Smith,charles.smith497@email.com,+1 483-313-6677,1988-05-30,New York,USA,64848.0,Bronze,2021-07-18,2025-07-18,True,False
498,,Brown,sophie.brown498@email.com,+1 282-749-5504,,Phoenix,USA,69718.0,Gold,2023-07-30,,True,True
499,Martin,Brown,martin.brown499@email.com,+1 855-342-3004,1992-11-13,Chicago,USA,0.0,Bronze,2023-08-09,,False,False
500,matthew,,matthew.brown500@email.com,+1 472-469-5299,1995-11-09,San Antonio,Mexico,16017.0,Bronze,2022-02-13,2025-02-20,False,True
